DongYi,竹马不如校霸香,原创-言情-近代现代-爱情,完结,6822,16400,2024-08-03 01:28:20
甜小玖,姐姐的来信,原创-言情-近代现代-悬疑,完结,12235,139208,2024-08-03 00:43:00
金缠玉,暴君的软肋,原创-言情-架空历史-奇幻,完结,13816,1149795,2024-08-03 00:28:18
水木为冰,再也不见，薄荷糖,原创-言情-近代现代-爱情,完结,10397,44457,2024-08-03 00:25:44
斐尹,[全息]触手怪扮演者是万人迷,原创-言情-幻想未来-爱情,完结,3950,60169,2024-08-03 00:25:36
霜月无边,我的家里进了鬼,原创-言情-近代现代-悬疑,完结,16969,488961,2024-08-02 23:25:10
刀丙,天边的牧羊人,原创-言情-架空历史-爱情,完结,8640,363423,2024-08-02 23:12:31
田华,开始,原创-言情-近代现代-悬疑,完结,4551,125809,2024-08-02 22:40:59
刀丙,穿进游戏成为大佬的心上人,原创-言情-幻想未来-科幻,完结,11265,386982,2024-08-02 22:35:30
刀丙,阿婉,原创-言情-架空历史-爱情,完结,9523,364587,2024-08-02 22:17:06
刀丙,公主不慈,原创-言情-架空历史-爱情,完结,8730,387023,2024-08-02 22:02:49
刀丙,浮瑶[古代丧尸],原创-言情-架空历史-爱情,完结,10711,0,2024-08-02 21:48:54
精神病大王,风竹亭亭,原创-言情-古色古香-剧情,完结,10180,27038,2024-08-02 21:43:07
钟小颜,南风知我意（归宿）,原创-言情-架空历史-爱情,完结,2213,0,2024-08-02 21:10:20
祁裳,你的名字,原创-言情-近代现代-爱情,完结,2288,120024,2024-08-02 21:00:00
哒可鸭,一把伞的距离（短篇）,原创-言情-近代现代-剧情,完结,9421,0,2024-08-02 20:38:42
归夙,自己报火警的手机,原创-言情-近代现代-悬疑,完结,12389,0,2024-08-02 19:00:00
秋嘢,怪物的皮囊,原创-言情-近代现代-爱情,完结,2637,0,2024-08-02 18:30:00
诸子宣,北海龙宫之妖龙乱世,原创-言情-架空历史-奇幻,完结,111999,419724,2024-08-02 17:46:27
未沾风雪,灰轨,原创-言情-近代现代-悬疑,完结,5110,143676,2024-08-02 16:05:48
闲处看,谭侍卫,原创-言情-古色古香-爱情,完结,7969,0,2024-08-02 15:58:20
处禾日当午,写一封情书骂你,原创-言情-近代现代-爱情,完结,14231,17466,2024-08-02 15:48:45
醉斩长鲸,我不想跟你离婚,原创-言情-近代现代-爱情,完结,11120,36777,2024-08-02 14:01:58
吴门琼章,镇魂师,原创-言情-近代现代-奇幻,完结,6060,1252960,2024-08-02 12:48:48
长吉言年,告不了的白,原创-言情-近代现代-剧情,完结,3166,29258,2024-08-02 12:00:00
上鱼旁风,最后一个人,原创-言情-近代现代-惊悚,完结,10001,34559,2024-08-02 12:00:00
陈一心,寄生蛊,原创-言情-近代现代-悬疑,完结,11483,1637887,2024-08-02 12:00:00
远山福音,此去经年,原创-言情-近代现代-爱情,完结,3500,123259,2024-08-02 11:36:00
今有望,雨从巷中落,原创-言情-近代现代-剧情,完结,9008,19598,2024-08-02 11:35:41
一池弯秋,清水江的她,原创-言情-近代现代-爱情,完结,2242,20098,2024-08-02 10:59:37
一池弯秋,半面公子,原创-言情-古色古香-爱情,完结,3767,23936,2024-08-02 10:15:04
困困橙,相亲相到了下辈子,原创-言情-近代现代-爱情,完结,22574,178336,2024-08-02 09:00:00
慕夏衣,妈妈的复仇,原创-言情-近代现代-剧情,完结,14370,2764917,2024-08-02 09:00:00
普鱼,白月光竟是我,原创-言情-架空历史-爱情,完结,16769,127103,2024-08-02 09:00:00
花花邪邪,乌族第八十八届神女的史诗,原创-言情-幻想未来-剧情,完结,29537,71265,2024-08-02 01:59:57
皎与,crush之梦,原创-言情-近代现代-爱情,完结,2321,89748,2024-08-02 01:38:41
央妳,被迫成为讨厌鬼,原创-言情-近代现代-爱情,完结,14759,132535,2024-08-02 01:32:10
林咸咸,第一万朵玫瑰,原创-言情-近代现代-爱情,完结,1738,60573,2024-08-02 00:24:22
皎与,暗恋,原创-言情-近代现代-爱情,完结,3459,131303,2024-08-02 00:19:00
自由且快活66,烟青空志,原创-言情-架空历史-悬疑,完结,3999,30394,2024-08-02 00:12:00
皎与,碎图传说,原创-言情-近代现代-爱情,完结,2239,85669,2024-08-02 00:10:06
皎与,双双燕,原创-言情-近代现代-爱情,完结,938,70322,2024-08-01 23:40:04
钟小颜,人闲桂花落,原创-言情-近代现代-剧情,完结,1620,16868,2024-08-01 23:25:12
刀丙,往生不悔涉忘川,原创-言情-架空历史-爱情,完结,10842,414803,2024-08-01 22:56:15
钦钦大梦,道别,原创-言情-近代现代-爱情,完结,6244,138545,2024-08-01 22:51:51
荒台月,替身夫君,原创-言情-架空历史-爱情,完结,12751,205474,2024-08-01 22:45:45
困困鸟,枕边梦,原创-言情-近代现代-爱情,完结,1413,18929,2024-08-01 22:24:17
萱草妖花,惊！死对头竹马变成了北极熊！（番外）,原创-言情-近代现代-爱情,完结,51405,79809264,2024-08-01 22:16:16
刀丙,海盗先生，你好[西幻],原创-言情-幻想未来-爱情,完结,11045,419076,2024-08-01 22:02:05
桓婧,阿姐,原创-言情-架空历史-传奇,完结,6538,524603,2024-08-01 21:50:00
程原子,穿进恋爱脑室友写的小说,原创-言情-近代现代-轻小说,完结,12926,62358,2024-08-01 21:23:01
萱草妖花,惊！死对头竹马变成了北极熊！,原创-言情-近代现代-爱情,完结,99019,81435528,2024-08-01 21:12:55
舒沁橙,这亲不成也罢！,原创-言情-古色古香-剧情,完结,6239,8385151,2024-08-01 20:42:00
黄千粟,soul,原创-言情-幻想未来-爱情,完结,9839,103457,2024-08-01 20:34:22
檀争,和前男友一起进入恐怖游戏了怎么办,原创-言情-幻想未来-爱情,完结,24321,108716,2024-08-01 20:31:14
梨初时,欢迎收看游戏npc的一天,原创-言情-幻想未来-游戏,完结,5738,176223,2024-08-01 20:22:58
宙琉璃,贵族学院的秘密,原创-言情-近代现代-爱情,完结,10696,581168,2024-08-01 20:10:00
向暖的猫猫草,假扮双胞胎妹妹被竹马校草盯上了,原创-言情-近代现代-爱情,完结,10416,59862,2024-08-01 19:30:07
向月的空格,鴖,原创-言情-幻想未来-爱情,完结,9954,89207,2024-08-01 19:26:31
不留小邪,如晚风拾意,原创-言情-架空历史-爱情,完结,53447,85916,2024-08-01 19:15:00
火乌,除妖师,原创-言情-架空历史-仙侠,完结,37055,352351,2024-08-01 19:01:36
深邃王座,迟来的深情,原创-言情-近代现代-爱情,完结,16891,345511,2024-08-01 17:50:20
摸鱼儿喵,分手七年的前任突然……,原创-言情-近代现代-爱情,完结,14754,270104,2024-08-01 17:44:44
吴门琼章,镇虎塔,原创-言情-架空历史-仙侠,完结,4443,2903748,2024-08-01 17:31:07
藤芜,如果你还记得我,原创-言情-近代现代-爱情,完结,7082,56482,2024-08-01 17:22:19
梅若瑜,好狗[ABO],原创-言情-幻想未来-科幻,完结,2070,52973,2024-08-01 17:21:35
听雨煎茶,我心昭昭,原创-言情-架空历史-爱情,完结,13859,191827,2024-08-01 17:17:57
吴门琼章,听说你被采花了？,原创-言情-架空历史-爱情,完结,4561,2907881,2024-08-01 17:00:16
花林霰霰,影子,原创-言情-近代现代-悬疑,完结,1357,113129,2024-08-01 16:49:35
吴门琼章,天上掉下个颜妹妹,原创-言情-架空历史-爱情,完结,4782,2902563,2024-08-01 16:33:45
御己吟,赵小猫,原创-言情-近代现代-悬疑,完结,5071,151249,2024-08-01 16:19:16
夜雪止,战栗之花的来信,原创-言情-近代现代-悬疑,完结,9537,710699,2024-08-01 16:16:01
故时君,盛夏骄阳,原创-言情-近代现代-爱情,完结,21366,301922,2024-08-01 16:00:00
末尚尚,女明星沉迷游戏暴露马甲,原创-言情-近代现代-爱情,完结,10386,894232,2024-08-01 15:52:00
送君十里,蛊,原创-言情-古色古香-爱情,完结,17010,5276780,2024-08-01 15:35:07
林宜石,失落的伊甸园,原创-言情-近代现代-科幻,完结,18264,84330,2024-08-01 15:32:57
前途无期,偶然恋爱[校园],原创-言情-近代现代-爱情,完结,8734,111388,2024-08-01 15:20:00
慕夏衣,父母双全的孤儿,原创-言情-近代现代-剧情,完结,19599,11101516,2024-08-01 15:00:00
铛玉,捏造玫瑰,原创-言情-近代现代-爱情,完结,15561,66720,2024-08-01 14:30:00
非山似玉,惊蛰,原创-言情-近代现代-爱情,完结,8037,165314,2024-08-01 14:30:00
点墨成花,怀孕被分手咋办？,原创-言情-近代现代-爱情,完结,12432,310355,2024-08-01 14:00:03
曾00,重生追爱之迷雾救赎,原创-言情-近代现代-爱情,完结,14409,55086,2024-08-01 13:52:17
猫猫咕咕喵喵,她失去的可是爱情啊,原创-言情-近代现代-爱情,完结,4444,85525,2024-08-01 13:00:00
秋凌,离婚前，变成三岁半,原创-言情-近代现代-爱情,完结,24443,47562792,2024-08-01 13:00:00
吴门琼章,返魂香,原创-言情-古色古香-爱情,完结,5367,2910678,2024-08-01 12:49:22
东启西终,纯黑巧克力,原创-言情-近代现代-爱情,完结,4237,34622,2024-08-01 11:45:57
江今九,职业女友,原创-言情-近代现代-爱情,完结,11419,3785105,2024-08-01 11:05:00
天月无云,婚后日记,原创-言情-近代现代-爱情,完结,7233,1273610,2024-08-01 10:53:34
竹上橘,蹙浪,原创-言情-近代现代-爱情,完结,38970,76854,2024-08-01 00:00:00
东方既黑,幻梦如霜烬如雪,原创-言情-古色古香-仙侠,完结,21884,65611,2024-07-31 21:56:16
温祺辞,异感症,原创-言情-近代现代-爱情,完结,5942,206699,2024-07-31 20:11:49
啦里个啦啦,李谬君骗局,原创-言情-近代现代-爱情,完结,8235,261363,2024-07-31 20:00:00
未开出最后的花蕊,梦女快穿之恨不生同时,原创-言情-近代现代-爱情,完结,5933,29799,2024-07-31 16:26:26
夷则十玖,时间墙里的人,原创-言情-近代现代-剧情,完结,10721,100565,2024-07-31 15:50:25
文无洲,有狐绥绥,原创-言情-架空历史-爱情,完结,40735,164148,2024-07-31 14:10:07
秋日晴,江南入逢春,原创-言情-近代现代-爱情,完结,6204,24380,2024-07-31 09:02:06
元却,一似火烧身[gb],原创-言情-架空历史-爱情,完结,11819,71022,2024-07-31 07:00:00
蛋挞公主,她的自白书,原创-言情-近代现代-爱情,完结,10545,283906,2024-07-31 03:36:00
幸夏,等你回信,原创-言情-近代现代-爱情,完结,3606,37407,2024-07-30 22:47:29
学生止语,火光里的少年,原创-言情-近代现代-爱情,完结,11228,44947,2024-07-30 21:52:09
汝亭,花成蜜就,原创-言情-近代现代-爱情,完结,29400,517278,2024-07-30 21:30:00
绿泥桃跑,强势对视,原创-言情-近代现代-爱情,完结,11663,72086,2024-07-30 20:48:58
忧郁的三丫,情不知所起,原创-言情-近代现代-爱情,完结,7766,50564,2024-07-30 20:02:59
夷则十玖,承你一个千禧年,原创-言情-近代现代-爱情,完结,9030,84415,2024-07-30 18:00:00
俞二十一,看不见的朋友圈,原创-言情-近代现代-剧情,完结,3830,42776,2024-07-30 17:28:29
阿卿森,太阳,原创-言情-近代现代-爱情,完结,5978,44397,2024-07-30 13:02:00
暧凌,槐香添宁,原创-言情-架空历史-仙侠,完结,12512,55250,2024-07-30 12:18:01
作家山月潜行,但闻人语响,原创-言情-近代现代-剧情,完结,2529,19831,2024-07-30 11:54:07
自枫来,把夏天的风装进漂流瓶里,原创-言情-近代现代-轻小说,完结,76825,449990,2024-07-30 09:57:12
十一町,你顶着这张脸玩暗恋?,原创-言情-近代现代-爱情,完结,19777,62553,2024-07-30 03:00:00
鹤凌书生,疯批摄政王作孽二三事,原创-言情-架空历史-爱情,完结,7635,131161,2024-07-30 00:00:00
傅祁多,冉冉番外,原创-言情-近代现代-爱情,完结,40413,5677985,2024-07-29 15:10:00
郝绿,和学霸校草互换身份后,原创-言情-近代现代-剧情,完结,21723,248455,2024-07-29 14:30:00
椰果语录,总是一个人,原创-言情-近代现代-剧情,完结,8133,46310,2024-07-29 12:59:42
秃头女孩在线懵逼取不出名字,悬疑测试1,原创-言情-近代现代-悬疑,完结,848,45024,2024-07-29 11:02:46
曲小烟,南川有佳人---假如言情小说女主是体制内,原创-言情-近代现代-爱情,完结,22228,38919,2024-07-29 10:05:00
清浅清如许,也许我不曾遇见你,原创-言情-架空历史-爱情,完结,5974,38945,2024-07-28 22:12:48
甜三彩,老婆忘不了白月光,原创-言情-近代现代-爱情,完结,9152,234100,2024-07-28 21:50:18
几两香,瞬间恋爱,原创-言情-近代现代-爱情,完结,14116,287079,2024-07-28 21:00:00
央妳,反虐八爪鱼男友,原创-言情-近代现代-爱情,完结,7096,102093,2024-07-28 16:26:45
园一,替身不是白月光,原创-言情-近代现代-爱情,完结,7216,107033,2024-07-28 15:53:53
六日心,枫染离宫,原创-言情-古色古香-武侠,完结,7624,214407,2024-07-28 15:44:47
六日心,不小心攻略病娇师弟,原创-言情-架空历史-仙侠,完结,30956,354085,2024-07-28 15:06:49
四月隽,山水不重逢,原创-言情-近代现代-爱情,完结,5651,54243,2024-07-28 14:16:34
鹤凌书生,昏月,原创-言情-架空历史-剧情,完结,4749,124765,2024-07-28 13:59:40
甄道简,绿叶女配重生了,原创-言情-架空历史-剧情,完结,27375,297452,2024-07-28 11:59:19
初三的小白,星月塘,原创-言情-架空历史-爱情,完结,23978,54721,2024-07-28 11:30:00
窈梨,第十三秒的心动,原创-言情-近代现代-轻小说,完结,7850,64167,2024-07-28 08:42:15
窈梨,眠眠思清时,原创-言情-近代现代-轻小说,完结,4016,73028,2024-07-28 08:35:36
等凌晨告白,遗憾埋葬青春,原创-言情-近代现代-爱情,完结,9228,59097,2024-07-28 06:00:00
杏好,再见爱人,原创-言情-近代现代-爱情,完结,19740,132392,2024-07-28 03:00:00
班枝吱,逃离冷宫失败后,原创-言情-架空历史-爱情,完结,13600,89203,2024-07-28 01:05:59
盈析,我的千层饼小姐,原创-言情-近代现代-爱情,完结,25880,134759,2024-07-28 00:24:06
云山见雾,月亮表面,原创-言情-近代现代-爱情,完结,5654,77051,2024-07-27 23:15:00
岂敢负卿卿,明明月是前身,原创-言情-架空历史-爱情,完结,16236,145062,2024-07-27 21:08:26
滁行,倒计时,原创-言情-近代现代-爱情,完结,1867,22689,2024-07-27 20:57:57
滁行,克莱因蓝的夏,原创-言情-近代现代-爱情,完结,2906,32170,2024-07-27 20:41:07
茉眠,未命名的夏风,原创-言情-近代现代-爱情,完结,21717,303638,2024-07-27 18:00:00
天使剑鼠,与你的故事,原创-言情-近代现代-爱情,完结,3196,39617,2024-07-27 17:07:29
千尘雪,姐姐别怪我,原创-言情-近代现代-爱情,完结,11072,209204,2024-07-27 15:00:00
出月,和男四在一起了,原创-言情-架空历史-爱情,完结,8018,43563,2024-07-27 09:12:00
葵时莹,汹涌暗潮,原创-言情-近代现代-爱情,完结,11736,98710,2024-07-27 09:00:00
红络七半橘,酥骨,原创-言情-近代现代-爱情,完结,30863,580196,2024-07-27 06:00:00
遊,苦淤青,原创-言情-近代现代-爱情,完结,7018,257783,2024-07-27 02:17:37
贞大格儿,狗头拯救世界,原创-言情-近代现代-轻小说,完结,10377,22200,2024-07-27 00:30:20
西临,你不是她,原创-言情-近代现代-爱情,完结,11085,1041986,2024-07-26 23:00:00
米离儿,失魂曲[灵异],原创-言情-近代现代-剧情,完结,8410,286577,2024-07-26 22:01:49
处禾日当午,不可告人的秘密,原创-言情-近代现代-爱情,完结,59424,195721,2024-07-26 21:06:38
丙甲,听说过,原创-言情-近代现代-爱情,完结,51238,190124,2024-07-26 20:14:39
辜月言午,记·莲,原创-言情-架空历史-爱情,完结,4700,40736,2024-07-26 20:00:00
衣九白,长公主和她的早亡白月光,原创-言情-古色古香-爱情,完结,17347,213611,2024-07-26 18:00:00
万里风烟,救赎山茶,原创-言情-近代现代-悬疑,完结,16676,218645,2024-07-26 18:00:00
时时杳,童话,原创-言情-近代现代-爱情,完结,4164,31783,2024-07-26 17:07:31
作家山月潜行,野渡无人舟自横,原创-言情-近代现代-剧情,完结,1990,21128,2024-07-26 15:29:08
茱莉亚,男女主复活进行时,原创-言情-幻想未来-剧情,完结,31375,90205,2024-07-26 15:05:00
喻藤,你曾是我眼中的的一束光,原创-言情-近代现代-爱情,完结,4708,40529,2024-07-26 13:55:32
无尽遗,顺颂时祺,原创-言情-近代现代-爱情,完结,18841,126783,2024-07-26 13:49:15
松下,卿卿如故,原创-言情-近代现代-爱情,完结,4681,47471,2024-07-26 13:14:00
煜昇,雨巷,原创-言情-近代现代-爱情,完结,9284,53667,2024-07-26 09:16:00
玖渔,吾妻卿卿[民国],原创-言情-近代现代-爱情,完结,99038,3316212,2024-07-26 00:05:18
夜鱼爱拉,【超短】木头仿生人会爱上深情女主人吗,原创-言情-幻想未来-爱情,完结,3693,39617,2024-07-25 23:03:39
云朵小丫子,云鸣之时,原创-言情-近代现代-爱情,完结,41388,180877,2024-07-25 21:46:28
瓦蓝听雨,白麒麟青鸾凤,原创-言情-古色古香-仙侠,完结,10144,248863,2024-07-25 20:02:34
胆小鬼dxg,《小草》,原创-言情-近代现代-轻小说,完结,960,17718,2024-07-25 19:42:40
故我不再,恶龙的郁金香,原创-言情-幻想未来-童话,完结,1424,24051,2024-07-25 18:27:42
南山有喵,苦不堪言,原创-言情-近代现代-爱情,完结,9963,201044,2024-07-25 18:05:50
瓦蓝听雨,上古神兽樱如,原创-言情-古色古香-仙侠,完结,11191,253316,2024-07-25 15:46:26
霎儿晴,多想留在你身边,原创-言情-近代现代-爱情,完结,48325,315834,2024-07-25 09:45:07
元却,生性爱玩[gb],原创-言情-近代现代-爱情,完结,10164,76009,2024-07-25 07:34:33
此生最爱吃芋头,误嫁,原创-言情-架空历史-爱情,完结,14895,258067,2024-07-24 23:57:02
绿泥桃跑,挡我拐夫者通通闪开,原创-言情-古色古香-爱情,完结,22396,112207,2024-07-24 23:51:12
希黎森,恋恋心语,原创-言情-近代现代-爱情,完结,7536,37981,2024-07-24 23:48:24
米离儿,飞吧，蝴蝶花,原创-言情-近代现代-爱情,完结,11879,376167,2024-07-24 22:11:21
栗织,无人知此意,原创-言情-近代现代-爱情,完结,8692,40559,2024-07-24 22:05:26
滁行,也许有一天,原创-言情-近代现代-爱情,完结,2630,33512,2024-07-24 21:36:58
希黎森,流年光遇,原创-言情-近代现代-爱情,完结,11397,50064,2024-07-24 21:29:43
滁行,归去来溪,原创-言情-近代现代-爱情,完结,1522,23226,2024-07-24 21:24:42
滁行,下雨了,原创-言情-近代现代-爱情,完结,1828,24871,2024-07-24 21:10:57
掌桃缘的小精灵,将军，军师有请,原创-言情-架空历史-剧情,完结,25783,38335,2024-07-24 21:04:03
芽芽看得到太阳,夜航星,原创-言情-近代现代-爱情,完结,8126,38448,2024-07-24 20:31:59
无糖乌龙,总裁不可以,原创-言情-近代现代-爱情,完结,13261,121975,2024-07-24 19:18:46
养只笨鹅,训狗,原创-言情-架空历史-爱情,完结,5580,50113,2024-07-24 18:51:10
作家山月潜行,山雨欲来风满楼,原创-言情-近代现代-剧情,完结,2959,25745,2024-07-24 17:39:32
酒神迷狂,阴天,原创-言情-近代现代-爱情,完结,9916,58361,2024-07-24 15:32:25
五千万里,与优质男性的相亲,原创-言情-近代现代-剧情,完结,40283,641967,2024-07-24 15:24:05
好吃吗,相侵相碍一家人,原创-言情-近代现代-爱情,完结,16774,43749,2024-07-24 12:48:17
锦乘絮,礼物,原创-言情-近代现代-奇幻,完结,5339,134446,2024-07-24 12:00:01
方水晶,问浮生,原创-言情-架空历史-仙侠,完结,14568,52245,2024-07-24 10:42:49
三见春,师姐,原创-言情-架空历史-爱情,完结,4629,33756,2024-07-24 08:38:41
